id,x,y,time
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,0
2,19,19,1
2,19,19,1
1,1,1,0
2,19,19,1
1,1,1,0
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
2,19,19,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
2,19,19,1
1,1,1,1
2,19,19,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
1,1,1,2
2,19,19,2
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,2,1,3
1,2,1,3
1,2,1,3
1,2,1,3
1,2,1,3
1,3,1,3
1,3,1,3
1,3,1,3
1,3,1,3
1,4,1,3
1,4,1,3
1,4,1,3
1,5,1,3
1,5,1,3
2,19,19,3
1,5,1,3
1,5,1,4
1,6,1,4
1,6,1,4
1,6,1,4
1,6,1,4
1,6,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,1,4
1,7,2,4
1,7,2,4
1,7,2,4
1,7,2,4
1,7,3,4
2,19,19,4
1,7,3,4
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,7,3,5
1,6,3,5
1,6,3,5
1,6,3,5
1,6,3,5
1,5,3,5
1,5,3,5
1,5,3,5
1,5,3,5
1,5,3,5
1,5,3,5
2,19,19,5
1,5,3,5
1,5,3,6
1,5,3,6
1,5,3,6
1,5,3,6
1,5,3,6
1,5,3,6
1,5,4,6
1,5,4,6
1,5,4,6
1,5,4,6
1,5,5,6
1,5,5,6
1,5,5,6
1,5,6,6
1,5,6,6
1,5,6,6
1,5,6,6
1,5,7,6
1,5,7,6
2,19,19,6
1,5,7,6
1,5,7,7
1,5,7,7
1,5,7,7
1,5,7,7
1,5,7,7
1,5,7,7
1,6,7,7
1,6,7,7
1,6,7,7
1,7,7,7
1,7,7,7
1,7,7,7
1,7,7,7
1,7,7,7
1,7,7,7
1,8,7,7
1,8,7,7
1,8,7,7
1,8,7,7
2,19,19,7
1,8,7,7
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
1,9,7,8
2,19,19,8
1,9,7,8
2,19,19,9
1,8,7,9
1,8,7,9
1,8,7,9
1,8,7,9
1,8,7,9
1,7,7,9
1,7,7,9
1,7,7,9
1,6,7,9
1,6,7,9
1,6,7,9
1,6,7,9
1,6,7,9
1,5,7,9
1,5,7,9
1,5,7,9
1,5,7,9
1,5,7,9
1,5,7,9
2,19,19,9
1,5,7,9
1,5,7,10
1,5,7,10
1,5,6,10
1,5,6,10
1,5,6,10
1,5,6,10
1,5,5,10
1,5,5,10
1,5,5,10
1,5,5,10
1,5,4,10
1,5,4,10
1,5,4,10
1,5,4,10
1,5,3,10
1,5,3,10
1,5,3,10
1,5,3,10
1,5,3,10
2,19,19,10
1,5,3,10
1,5,3,11
1,6,3,11
1,6,3,11
1,6,3,11
1,6,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,3,11
1,7,2,11
1,7,2,11
1,7,2,11
1,7,1,11
1,7,1,11
2,19,19,11
1,7,1,11
1,7,1,12
1,7,1,12
1,7,1,12
1,7,1,12
1,7,1,12
1,7,1,12
1,8,1,12
1,8,1,12
1,8,1,12
1,8,1,12
1,9,1,12
1,9,1,12
1,9,1,12
1,9,1,12
1,9,1,12
1,10,1,12
1,10,1,12
1,10,1,12
1,11,1,12
2,19,19,12
1,11,1,12
2,19,19,13
1,11,1,13
1,11,1,13
1,12,1,13
1,12,1,13
1,12,1,13
1,12,1,13
1,13,1,13
1,13,1,13
1,13,1,13
1,13,1,13
1,13,1,13
1,14,1,13
1,14,1,13
1,14,1,13
1,14,1,13
1,15,1,13
1,15,1,13
1,15,1,13
1,15,1,13
2,19,19,13
1,15,1,13
2,19,19,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
1,15,1,14
2,19,19,14
1,15,1,14
2,19,19,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
1,15,1,15
2,19,19,15
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
1,15,1,16
2,19,19,16
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
1,15,1,17
2,19,19,17
1,15,1,17
2,19,19,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
1,15,1,18
2,19,19,18
1,15,1,18
2,19,19,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
1,15,1,19
2,19,19,19
1,15,1,19
2,19,19,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
1,15,1,20
2,19,19,20
1,15,1,20
2,19,19,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
1,15,1,21
2,19,19,21
1,15,1,21
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
1,15,1,22
2,19,19,22
1,15,1,22
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
1,15,1,23
2,19,19,23
2,19,19,24
1,15,1,23
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
1,15,1,24
2,19,19,24
1,15,1,24
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
1,15,1,25
2,19,19,25
1,15,1,25
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
1,15,1,26
2,19,19,26
1,15,1,26
2,19,19,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
1,15,1,27
2,19,19,27
1,15,1,27
2,19,19,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
1,15,1,28
2,19,19,28
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
1,15,1,29
2,19,19,29
1,15,1,29
2,19,19,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
1,15,1,30
2,19,19,30
1,15,1,30
2,19,19,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
1,15,1,31
2,19,19,31
1,15,1,31
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
1,15,1,32
2,19,19,32
1,15,1,32
2,19,19,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
1,15,1,33
2,19,19,33
1,15,1,33
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
1,15,1,34
2,19,19,34
1,15,1,34
2,19,19,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
1,15,1,35
2,19,19,35
1,15,1,35
2,19,19,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
1,15,1,36
